SPECIESID,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year
SLB-176447,NA,NA,NA,NA
SLB-176491,NA,NA,NA,NA
W-Msc-532994,NA,NA,NA,NA
W-Msc-419857,NA,NA,NA,NA
W-Msc-405279,NA,NA,NA,NA
W-Msc-419707,NA,NA,NA,NA
W-Msc-532666,NA,NA,NA,NA
SLB-176934,NA,NA,NA,NA
W-Msc-532750,NA,NA,NA,NA
W-Msc-141532,NA,NA,NA,NA
W-Msc-533273,NA,NA,NA,NA
SLB-177168,NA,NA,NA,NA
W-Msc-504859,NA,NA,NA,NA
W-Msc-523856,NA,NA,NA,NA
W-Msc-420380,NA,NA,NA,NA
W-Msc-505963,NA,NA,NA,NA
W-Msc-533115,NA,NA,NA,NA
W-Msc-533267,NA,NA,NA,NA
W-Msc-241253,NA,NA,NA,NA
SLB-177429,NA,NA,NA,NA
SLB-177499,NA,NA,NA,NA
SLB-177548,NA,NA,NA,NA
W-Msc-419943,NA,NA,NA,NA
W-Msc-555171,NA,NA,NA,NA
W-Msc-491213,NA,NA,NA,NA
SLB-177661,NA,NA,NA,NA
W-Msc-420157,NA,NA,NA,NA
W-Msc-420662,NA,NA,NA,NA
W-Msc-490699,NA,NA,NA,NA
W-Msc-491217,NA,NA,NA,NA
W-Msc-491311,NA,NA,NA,NA
W-Msc-533166,NA,NA,NA,NA
SLB-177939,NA,NA,NA,NA
W-Msc-419389,NA,NA,NA,NA
W-Msc-419448,NA,NA,NA,NA
W-Msc-383292,NA,NA,NA,NA
SLB-178462,NA,NA,NA,NA
W-Msc-532850,NA,NA,NA,NA
W-Msc-540692,NA,NA,NA,NA
W-Msc-419892,NA,NA,NA,NA
W-Msc-448233,NA,NA,NA,NA
SLB-179220,NA,NA,NA,NA
W-Msc-533455,NA,NA,NA,NA
W-Msc-533162,NA,NA,NA,NA
W-Msc-532506,NA,NA,NA,NA
W-Msc-532537,NA,NA,NA,NA
W-Msc-458229,NA,NA,NA,NA
W-Msc-533513,NA,NA,NA,NA
W-Msc-399060,NA,NA,NA,NA
W-Msc-504602,NA,NA,NA,NA
W-Msc-197479,NA,NA,NA,NA
W-Msc-532607,NA,NA,NA,NA
SLB-181978,NA,NA,NA,NA
SLB-182144,NA,NA,NA,NA
W-Oct-287367,NA,NA,NA,NA
W-Oct-286563,NA,NA,NA,NA
SLB-182283,NA,NA,NA,NA
W-Ech-513324,NA,NA,NA,NA
W-Hyd-285932,NA,NA,NA,NA
W-Ech-513469,NA,NA,NA,NA
W-Hol-529000,NA,NA,NA,NA
W-Oct-286271,NA,NA,NA,NA
W-Oct-290590,NA,NA,NA,NA
SLB-183243,NA,NA,NA,NA
W-Msc-555222,NA,NA,NA,NA
SLB-183337,NA,NA,NA,NA
NZ-6299,NA,NA,NA,NA
W-Msc-387373,NA,NA,NA,NA
NZ-24268,NA,NA,NA,NA
SLB-184045,NA,NA,NA,NA
W-Bch-444394,NA,NA,NA,NA
SLB-184586,NA,NA,NA,NA
W-Oph-243123,NA,NA,NA,NA
SLB-184702,NA,NA,NA,NA
W-Pol-327841,NA,NA,NA,NA
W-Hol-529072,NA,NA,NA,NA
W-Msc-570473,NA,NA,NA,NA
W-Msc-570469,NA,NA,NA,NA
SLB-186771,NA,NA,NA,NA
W-Ase-382124,NA,NA,NA,NA
SLB-187057,NA,NA,NA,NA
SLB-187624,NA,NA,NA,NA
W-Ase-368324,NA,NA,NA,NA
W-Hyd-284128,NA,NA,NA,NA
W-Bry-470181,NA,NA,NA,NA
SLB-188159,NA,NA,NA,NA
W-Bch-443874,NA,NA,NA,NA
W-Bch-444119,NA,NA,NA,NA
SLB-189547,NA,NA,NA,NA
SLB-189567,NA,NA,NA,NA
W-Bch-444288,NA,NA,NA,NA
SLB-189686,NA,NA,NA,NA
W-Bch-209147,NA,NA,NA,NA
W-Bch-440471,NA,NA,NA,NA
W-Msc-426493,LC,NA,Unknown,2013
W-Bch-441170,NA,NA,NA,NA
W-Bch-441579,NA,NA,NA,NA
W-Bch-444275,NA,NA,NA,NA
W-Bch-444419,NA,NA,NA,NA
W-Msc-390711,NA,NA,NA,NA
W-Msc-387649,NA,NA,NA,NA
SLB-190218,NA,NA,NA,NA
SLB-190287,NA,NA,NA,NA
W-Bch-208997,NA,NA,NA,NA
SLB-190334,NA,NA,NA,NA
W-Bch-444448,NA,NA,NA,NA
W-Bch-558031,NA,NA,NA,NA
SLB-190384,NA,NA,NA,NA
SLB-190397,NA,NA,NA,NA
SLB-191950,NA,NA,NA,NA
W-Por-171132,NA,NA,NA,NA
SLB-192973,NA,NA,NA,NA
SLB-192977,NA,NA,NA,NA
SLB-193018,NA,NA,NA,NA
W-Por-171048,NA,NA,NA,NA
W-Por-164837,NA,NA,NA,NA
W-Por-164857,NA,NA,NA,NA
W-Hyd-290000,NA,NA,NA,NA
W-Por-164888,NA,NA,NA,NA
W-Por-164489,NA,NA,NA,NA
W-Por-168162,NA,NA,NA,NA
W-Por-165369,NA,NA,NA,NA
W-Oct-289047,NA,NA,NA,NA
W-Bch-442914,NA,NA,NA,NA
W-Msc-216248,NA,NA,NA,NA
W-Msc-546926,NA,NA,NA,NA
W-Msc-385223,NA,NA,NA,NA
Kew-293259,LC,NA,Unknown,2010
W-Ase-254925,NA,NA,NA,NA
W-Bch-444133,NA,NA,NA,NA
W-Bch-444134,NA,NA,NA,NA
W-Msc-208304,NA,NA,NA,NA
W-Msc-139994,NA,NA,NA,NA
W-Msc-139343,NA,NA,NA,NA
SLB-74126,NA,NA,NA,NA
SLB-73939,NA,NA,NA,NA
W-Msc-138870,NA,NA,NA,NA
SLB-77354,NA,NA,NA,NA
W-Msc-160198,NA,NA,NA,NA
W-Msc-160203,NA,NA,NA,NA
SLB-72364,NA,NA,NA,NA
SLB-77073,NA,NA,NA,NA
SLB-74713,NA,NA,NA,NA
SLB-78001,NA,NA,NA,NA
W-Msc-140974,NA,NA,NA,NA
SLB-74604,NA,NA,NA,NA
W-Msc-180877,NA,NA,NA,NA
SLB-71947,NA,NA,NA,NA
W-Msc-419332,NA,NA,NA,NA
W-Msc-141283,NA,NA,NA,NA
W-Msc-254378,NA,NA,NA,NA
W-Msc-416755,NA,NA,NA,NA
W-Msc-419415,NA,NA,NA,NA
W-Msc-532283,NA,NA,NA,NA
W-Msc-139701,NA,NA,NA,NA
SLB-75788,NA,NA,NA,NA
W-Msc-159951,NA,NA,NA,NA
SLB-77137,NA,NA,NA,NA
W-Msc-419586,NA,NA,NA,NA
SLB-75882,NA,NA,NA,NA
SLB-76464,NA,NA,NA,NA
SLB-75917,NA,NA,NA,NA
SLB-74889,NA,NA,NA,NA
SLB-74820,NA,NA,NA,NA
W-Msc-138855,NA,NA,NA,NA
W-Msc-420056,NA,NA,NA,NA
W-Msc-383284,NA,NA,NA,NA
W-Msc-434331,NA,NA,NA,NA
W-Msc-434039,NA,NA,NA,NA
SLB-111668,NA,NA,NA,NA
W-Msc-433946,NA,NA,NA,NA
SLB-73448,NA,NA,NA,NA
W-Msc-510959,NA,NA,NA,NA
SLB-109056,NA,NA,NA,NA
W-Msc-140224,NA,NA,NA,NA
SLB-5836,NA,NA,NA,NA
W-Iso-255795,NA,NA,NA,NA
SLB-7296,NA,NA,NA,NA
ITS-202969,NA,NA,NA,NA
W-Iso-258090,NA,NA,NA,NA
SLB-13566,NA,NA,NA,NA
W-Iso-260323,NA,NA,NA,NA
W-Iso-255758,NA,NA,NA,NA
W-Iso-258353,NA,NA,NA,NA
W-Iso-256069,NA,NA,NA,NA
W-Iso-260938,NA,NA,NA,NA
W-Iso-255333,NA,NA,NA,NA
SLB-13623,NA,NA,NA,NA
W-Iso-261973,NA,NA,NA,NA
W-Iso-256656,NA,NA,NA,NA
W-Iso-261807,NA,NA,NA,NA
W-Iso-261823,NA,NA,NA,NA
W-Iso-119035,NA,NA,NA,NA
W-Iso-263447,NA,NA,NA,NA
ITS-552921,LC,NA,Unknown,2011
ITS-552933,LC,NA,Decreasing,2011
ITS-552938,LC,NA,Stable,2011
ITS-552944,DD,NA,Unknown,2011
ITS-552955,DD,NA,Decreasing,2011
SLB-11886,NA,NA,NA,NA
SLB-11556,LC,NA,Unknown,2011
ITS-553012,DD,NA,Unknown,2011
ITS-553016,DD,NA,Unknown,2011
ITS-553019,DD,NA,Unknown,2011
ITS-553026,LC,NA,Unknown,2011
ITS-553036,LC,NA,Stable,2011
ITS-553043,LC,NA,Unknown,2011
ITS-553070,NA,NA,NA,NA
ITS-564778,NA,NA,NA,NA
ITS-564810,NA,NA,NA,NA
W-Iso-156211,NA,NA,NA,NA
ITS-612449,NA,NA,NA,NA
ITS-612451,NA,NA,NA,NA
ITS-612516,NA,NA,NA,NA
ITS-612527,NA,NA,NA,NA
SLB-6185,NA,NA,NA,NA
ITS-612224,NA,NA,NA,NA
ITS-612322,NA,NA,NA,NA
ITS-612424,NA,NA,NA,NA
W-Bch-442699,NA,NA,NA,NA
SLB-7914,NA,NA,NA,NA
ITS-657025,NA,NA,NA,NA
ITS-660135,NA,NA,NA,NA
W-Bch-440999,NA,NA,NA,NA
ITS-659970,NA,NA,NA,NA
W-Bch-444036,NA,NA,NA,NA
ITS-90125,NA,NA,NA,NA
SLB-174044,NA,NA,NA,NA
ITS-90216,NA,NA,NA,NA
ITS-90565,NA,NA,NA,NA
ITS-90569,NA,NA,NA,NA
SLB-174063,NA,NA,NA,NA
W-Iso-255511,NA,NA,NA,NA
W-Iso-257081,NA,NA,NA,NA
ITS-95824,NA,NA,NA,NA
ITS-95871,NA,NA,NA,NA
W-Msc-399154,NA,NA,NA,NA
ITS-96170,NA,NA,NA,NA
ITS-96897,NA,NA,NA,NA
SLB-11618,NA,NA,NA,NA
SLB-155752,NA,NA,NA,NA
WBD-Eup-36,NA,NA,NA,NA
SLB-12931,NA,NA,NA,NA
ITS-656182,NA,NA,NA,NA
W-Pol-131381,NA,NA,NA,NA
SLB-4492,NA,NA,NA,NA
W-Pol-326853,NA,NA,NA,NA
W-Pol-332712,NA,NA,NA,NA
Hex-1402,NA,NA,NA,NA
W-Pol-265833,NA,NA,NA,NA
Hex-35,NA,NA,NA,NA
Hex-442,NA,NA,NA,NA
Hex-498,NA,NA,NA,NA
W-Hyd-290274,NA,NA,NA,NA
SLB-64875,NA,NA,NA,NA
W-Hyd-117740,NA,NA,NA,NA
SLB-61327,NA,NA,NA,NA
SLB-61351,NA,NA,NA,NA
SLB-61344,NA,NA,NA,NA
SLB-61260,NA,NA,NA,NA
SLB-61266,NA,NA,NA,NA
W-Hyd-210727,LC,NA,Stable,2008
URM-Cn-10281,NA,NA,NA,NA
SLB-63214,NA,NA,NA,NA
SLB-63002,CR,"B2ab(iii,iv,v)",Stable,2008
URM-Cn-5940,LC,NA,Unknown,2008
URM-Cn-6033,NT,NA,Unknown,2008
URM-Cn-5747,LC,NA,Unknown,2014
URM-Cn-5779,VU,A4c,Unknown,2008
URM-Cn-4881,VU,A4ce,Decreasing,2008
URM-Cn-4971,NT,NA,Unknown,2008
SLB-62479,NA,NA,NA,NA
SLB-68814,NA,NA,NA,NA
SLB-69427,NA,NA,NA,NA
SLB-69065,NA,NA,NA,NA
W-Msc-420839,NA,NA,NA,NA
W-Msc-138823,NA,NA,NA,NA
SLB-69053,NA,NA,NA,NA
W-Msc-532796,NA,NA,NA,NA
W-Msc-533142,NA,NA,NA,NA
W-Msc-156879,NA,NA,NA,NA
W-Ase-368135,NA,NA,NA,NA
SLB-70949,NA,NA,NA,NA
SLB-70923,NA,NA,NA,NA
W-Ase-234904,NA,NA,NA,NA
W-Oph-242631,NA,NA,NA,NA
SLB-69510,NA,NA,NA,NA
SLB-65777,NA,NA,NA,NA
SLB-66033,NA,NA,NA,NA
W-Ase-123673,NA,NA,NA,NA
SLB-66100,NA,NA,NA,NA
W-Ech-124331,NA,NA,NA,NA
W-Hol-247772,NA,NA,NA,NA
W-Ase-123904,NA,NA,NA,NA
W-Oph-125048,NA,NA,NA,NA
SLB-67618,NA,NA,NA,NA
W-Por-165107,NA,NA,NA,NA
W-Por-596692,NA,NA,NA,NA
SLB-86886,NA,NA,NA,NA
W-Por-171324,NA,NA,NA,NA
SLB-67684,NA,NA,NA,NA
W-Bry-422260,NA,NA,NA,NA
W-Bry-237802,NA,NA,NA,NA
W-Bry-111328,NA,NA,NA,NA
URM-2-2072,NA,NA,NA,NA
URM-2-1950,NA,NA,NA,NA
URM-2-2211,NA,NA,NA,NA
URM-2-2345,NA,NA,NA,NA
URM-2-2375,NA,NA,NA,NA
URM-2-2453,NA,NA,NA,NA
URM-2-2547,NA,NA,NA,NA
URM-2-2740,NA,NA,NA,NA
URM-2-2874,NA,NA,NA,NA
URM-2-2881,NA,NA,NA,NA
URM-2-2962,NA,NA,NA,NA
URM-2-2987,NA,NA,NA,NA
SLB-37991,NA,NA,NA,NA
URM-2-3100,NA,NA,NA,NA
URM-2-3131,NA,NA,NA,NA
URM-2-3234,NA,NA,NA,NA
URM-2-3303,NA,NA,NA,NA
URM-2-3305,NA,NA,NA,NA
SLB-38268,NA,NA,NA,NA
URM-2-3376,NA,NA,NA,NA
URM-2-3402,NA,NA,NA,NA
SLB-38470,NA,NA,NA,NA
URM-2-3502,NA,NA,NA,NA
URM-2-3506,NA,NA,NA,NA
SLB-38653,NA,NA,NA,NA
URM-2-3713,NA,NA,NA,NA
URM-2-3727,NA,NA,NA,NA
URM-2-4008,NA,NA,NA,NA
URM-2-4094,NA,NA,NA,NA
URM-2-853,NA,NA,NA,NA
URM-2-1097,NA,NA,NA,NA
URM-2-1137,NA,NA,NA,NA
URM-2-1248,NA,NA,NA,NA
URM-2-7,NA,NA,NA,NA
URM-2-41,NA,NA,NA,NA
URM-2-50,NA,NA,NA,NA
URM-2-77,NA,NA,NA,NA
URM-2-79,NA,NA,NA,NA
SLB-96837,NA,NA,NA,NA
URM-2-224,NA,NA,NA,NA
URM-2-295,NA,NA,NA,NA
URM-2-385,NA,NA,NA,NA
SLB-97876,NA,NA,NA,NA
URM-2-614,NA,NA,NA,NA
URM-2-742,NA,NA,NA,NA
URM-2-771,NA,NA,NA,NA
URM-2-804,NA,NA,NA,NA
W-Msc-342185,DD,NA,Unknown,2012
SLB-71228,DD,NA,Unknown,2012
SLB-71330,DD,NA,Unknown,2012
W-Msc-225586,DD,NA,Unknown,2012
W-Msc-141455,LC,NA,Unknown,2012
SLB-71300,DD,NA,Unknown,2012
W-Msc-574545,NA,NA,NA,NA
W-Msc-533194,NA,NA,NA,NA
W-Msc-385818,NA,NA,NA,NA
W-Gtr-114651,NA,NA,NA,NA
W-Gtr-114668,NA,NA,NA,NA
W-Sca-344480,NA,NA,NA,NA
ITS-772590,NA,NA,NA,NA
SLB-88176,NA,NA,NA,NA
ITS-772523,NA,NA,NA,NA
ITS-772632,NA,NA,NA,NA
W-Bra-104068,NA,NA,NA,NA
SLB-80374,NA,NA,NA,NA
W-Bra-235425,NA,NA,NA,NA
SLB-66566,NA,NA,NA,NA
W-Bra-104060,NA,NA,NA,NA
W-Bra-235711,NA,NA,NA,NA
URM-2-1624,NA,NA,NA,NA
W-Cep-212958,NA,NA,NA,NA
W-Msc-343689,NA,NA,NA,NA
ITS-Mam-180475,LC,NA,Unknown,2018
ITS-Mam-612599,DD,NA,Unknown,2008
W-Msc-395235,NA,NA,NA,NA
W-Msc-449987,NA,NA,NA,NA
W-Msc-536901,NA,NA,NA,NA
W-Msc-449999,NA,NA,NA,NA
W-Msc-449957,NA,NA,NA,NA
W-Msc-180917,NA,NA,NA,NA
W-Msc-449956,NA,NA,NA,NA
W-Msc-181098,NA,NA,NA,NA
W-Msc-293238,NA,NA,NA,NA
W-Msc-140436,NA,NA,NA,NA
W-Pol-328065,NA,NA,NA,NA
SLB-119475,NA,NA,NA,NA
W-Pol-332027,NA,NA,NA,NA
SLB-119487,NA,NA,NA,NA
SLB-119525,NA,NA,NA,NA
SLB-119547,NA,NA,NA,NA
SLB-119549,NA,NA,NA,NA
SLB-119551,NA,NA,NA,NA
SLB-119556,NA,NA,NA,NA
SLB-119563,NA,NA,NA,NA
SLB-119577,NA,NA,NA,NA
W-Bch-440287,NA,NA,NA,NA
W-Hyd-284660,NA,NA,NA,NA
W-Hyd-289995,NA,NA,NA,NA
W-Hyd-290006,NA,NA,NA,NA
W-Hyd-290007,NA,NA,NA,NA
W-Hyd-290016,NA,NA,NA,NA
W-Hyd-284787,NA,NA,NA,NA
W-Hyd-285527,NA,NA,NA,NA
W-Hyd-285674,NA,NA,NA,NA
W-Hyd-285689,NA,NA,NA,NA
W-Msc-504410,NA,NA,NA,NA
SLB-128820,NA,NA,NA,NA
SLB-129101,NA,NA,NA,NA
SLB-129460,NA,NA,NA,NA
W-Msc-207847,NA,NA,NA,NA
W-Msc-591359,NA,NA,NA,NA
W-Oph-243083,NA,NA,NA,NA
SLB-130536,NA,NA,NA,NA
SLB-130836,NA,NA,NA,NA
W-Msc-533871,NA,NA,NA,NA
SLB-131016,NA,NA,NA,NA
SLB-131035,NA,NA,NA,NA
SLB-131044,NA,NA,NA,NA
SLB-88658,NA,NA,NA,NA
SLB-88659,NA,NA,NA,NA
W-Msc-367843,NA,NA,NA,NA
Rep-6240,DD,NA,Unknown,2010
SLB-103041,NA,NA,NA,NA
W-Por-169757,NA,NA,NA,NA
SLB-89400,NA,NA,NA,NA
SLB-89427,NA,NA,NA,NA
W-Msc-141544,NA,NA,NA,NA
W-Hol-242132,NA,NA,NA,NA
SLB-89747,NA,NA,NA,NA
SLB-92339,NA,NA,NA,NA
ITS-708798,NA,NA,NA,NA
ITS-708799,NA,NA,NA,NA
ITS-708801,NA,NA,NA,NA
SLB-92384,NA,NA,NA,NA
W-Por-164605,NA,NA,NA,NA
MFW-543,LC,NA,Unknown,2016
SLB-93340,NA,NA,NA,NA
SLB-93951,NA,NA,NA,NA
W-Msc-599506,NA,NA,NA,NA
SLB-94111,NA,NA,NA,NA
SLB-94121,NA,NA,NA,NA
W-Por-164346,NA,NA,NA,NA
SLB-94785,NA,NA,NA,NA
W-Msc-438902,LC,NA,Unknown,2012
W-Sca-344461,NA,NA,NA,NA
W-Sca-344328,NA,NA,NA,NA
W-Sca-344568,NA,NA,NA,NA
W-Msc-386532,NA,NA,NA,NA
W-Msc-386511,NA,NA,NA,NA
W-Sca-344462,NA,NA,NA,NA
W-Sca-344413,NA,NA,NA,NA
W-Msc-438913,LC,NA,Unknown,2012
W-Sca-344218,NA,NA,NA,NA
W-Sca-344278,NA,NA,NA,NA
SLB-96656,NA,NA,NA,NA
W-Sca-344486,NA,NA,NA,NA
W-Sca-344584,NA,NA,NA,NA
W-Sca-344239,NA,NA,NA,NA
W-Sca-344286,NA,NA,NA,NA
W-Sca-344165,NA,NA,NA,NA
SLB-97188,NA,NA,NA,NA
W-Sca-344377,NA,NA,NA,NA
SLB-97276,NA,NA,NA,NA
SLB-97283,NA,NA,NA,NA
W-Sca-344173,NA,NA,NA,NA
SLB-97616,NA,NA,NA,NA
W-Msc-494470,NA,NA,NA,NA
SLB-97800,NA,NA,NA,NA
W-Msc-225501,NA,NA,NA,NA
W-Msc-597610,NA,NA,NA,NA
W-Sca-344212,NA,NA,NA,NA
SLB-98108,NA,NA,NA,NA
W-Sca-344308,NA,NA,NA,NA
SLB-98359,NA,NA,NA,NA
W-Msc-181287,NA,NA,NA,NA
SLB-98409,NA,NA,NA,NA
SLB-98436,NA,NA,NA,NA
SLB-99017,NA,NA,NA,NA
SLB-99085,NA,NA,NA,NA
W-Iso-257945,NA,NA,NA,NA
W-Iso-260391,NA,NA,NA,NA
W-Iso-256658,NA,NA,NA,NA
W-Iso-256675,NA,NA,NA,NA
W-Iso-256683,NA,NA,NA,NA
W-Iso-216053,NA,NA,NA,NA
W-Iso-216064,NA,NA,NA,NA
W-Msc-430177,LC,NA,Unknown,2013
W-Msc-215455,LC,NA,Unknown,2013
W-Msc-426454,NA,NA,NA,NA
W-Msc-590530,NA,NA,NA,NA
W-Msc-590554,NA,NA,NA,NA
W-Msc-590685,NA,NA,NA,NA
W-Msc-208342,NA,NA,NA,NA
W-Msc-413835,NA,NA,NA,NA
W-Msc-381850,NA,NA,NA,NA
SLB-100830,NA,NA,NA,NA
W-Msc-413444,NA,NA,NA,NA
W-Msc-533182,NA,NA,NA,NA
W-Msc-464865,NA,NA,NA,NA
W-Msc-217123,NA,NA,NA,NA
SLB-101312,NA,NA,NA,NA
SLB-101742,NA,NA,NA,NA
SLB-101800,NA,NA,NA,NA
SLB-101837,NA,NA,NA,NA
SLB-101856,NA,NA,NA,NA
W-Bra-235591,NA,NA,NA,NA
SLB-102004,NA,NA,NA,NA
SLB-102054,NA,NA,NA,NA
SLB-102275,NA,NA,NA,NA
SLB-102634,NA,NA,NA,NA
SLB-102813,NA,NA,NA,NA
SLB-102831,NA,NA,NA,NA
SLB-103251,NA,NA,NA,NA
W-Hyd-174541,NA,NA,NA,NA
SLB-103524,NA,NA,NA,NA
W-Pol-390051,NA,NA,NA,NA
W-Msc-395927,NA,NA,NA,NA
SLB-103717,NA,NA,NA,NA
W-Msc-413941,NA,NA,NA,NA
W-Msc-426366,NT,NA,Unknown,2013
W-Msc-531552,NA,NA,NA,NA
W-Msc-494448,NA,NA,NA,NA
W-Msc-531372,NA,NA,NA,NA
W-Msc-420294,NA,NA,NA,NA
W-Msc-433176,NA,NA,NA,NA
W-Msc-434288,NA,NA,NA,NA
W-Msc-594417,NA,NA,NA,NA
SLB-106082,NA,NA,NA,NA
W-Msc-432643,NA,NA,NA,NA
W-Msc-434398,NA,NA,NA,NA
W-Msc-433276,NA,NA,NA,NA
W-Msc-434267,NA,NA,NA,NA
W-Msc-533967,NA,NA,NA,NA
SLB-108911,NA,NA,NA,NA
SLB-108923,NA,NA,NA,NA
W-Msc-534065,NA,NA,NA,NA
W-Pol-328239,NA,NA,NA,NA
SLB-111353,NA,NA,NA,NA
SLB-111618,NA,NA,NA,NA
W-Msc-456573,NA,NA,NA,NA
SLB-111899,NA,NA,NA,NA
W-Pol-209860,NA,NA,NA,NA
W-Msc-391465,NA,NA,NA,NA
W-Msc-581072,NA,NA,NA,NA
W-Msc-511806,NA,NA,NA,NA
SLB-113094,NA,NA,NA,NA
SLB-113160,NA,NA,NA,NA
SLB-113293,NA,NA,NA,NA
SLB-113329,NA,NA,NA,NA
SLB-113335,NA,NA,NA,NA
SLB-113997,NA,NA,NA,NA
W-Pol-333437,NA,NA,NA,NA
W-Msc-464132,NA,NA,NA,NA
W-Msc-367259,NA,NA,NA,NA
SLB-114565,NA,NA,NA,NA
W-Cum-156142,NA,NA,NA,NA
W-Cum-181945,NA,NA,NA,NA
W-Cum-182516,NA,NA,NA,NA
SLB-117095,NA,NA,NA,NA
SLB-117194,NA,NA,NA,NA
SLB-117385,NA,NA,NA,NA
W-Msc-547338,NA,NA,NA,NA
SLB-117481,NA,NA,NA,NA
SLB-117739,NA,NA,NA,NA
SLB-118018,NA,NA,NA,NA
SLB-118070,NA,NA,NA,NA
SLB-118448,NA,NA,NA,NA
SLB-118973,NA,NA,NA,NA
SLB-134362,NA,NA,NA,NA
SLB-133799,NA,NA,NA,NA
SLB-133253,NA,NA,NA,NA
SLB-134671,NA,NA,NA,NA
SLB-135946,NA,NA,NA,NA
SLB-141631,NA,NA,NA,NA
SLB-132879,NA,NA,NA,NA
SLB-146213,NA,NA,NA,NA
W-Por-165081,NA,NA,NA,NA
SLB-154832,NA,NA,NA,NA
SLB-154915,NA,NA,NA,NA
SLB-154961,NA,NA,NA,NA
SLB-155721,NA,NA,NA,NA
W-Por-164821,NA,NA,NA,NA
W-Por-167358,NA,NA,NA,NA
SLB-156125,NA,NA,NA,NA
SLB-156131,NA,NA,NA,NA
SLB-156262,NA,NA,NA,NA
SLB-156464,NA,NA,NA,NA
SLB-156482,NA,NA,NA,NA
SLB-156566,NA,NA,NA,NA
Chn-2ddce54e-f195-404c-a982-bc296b2a7e64,NA,NA,NA,NA
SLB-156587,NA,NA,NA,NA
SLB-156601,NA,NA,NA,NA
W-Por-168292,NA,NA,NA,NA
SLB-157995,NA,NA,NA,NA
SLB-158001,NA,NA,NA,NA
SLB-158015,NA,NA,NA,NA
W-Msc-413789,NA,NA,NA,NA
SLB-158294,NA,NA,NA,NA
W-Por-167786,NA,NA,NA,NA
W-Por-166150,NA,NA,NA,NA
SLB-165896,NA,NA,NA,NA
SLB-165913,NA,NA,NA,NA
SLB-166329,NA,NA,NA,NA
SLB-166399,NA,NA,NA,NA
SLB-166513,NA,NA,NA,NA
SLB-166541,NA,NA,NA,NA
W-Msc-549921,NA,NA,NA,NA
W-Msc-433274,NA,NA,NA,NA
W-Msc-438782,NA,NA,NA,NA
W-Msc-404860,NA,NA,NA,NA
W-Msc-490961,NA,NA,NA,NA
W-Msc-464878,NA,NA,NA,NA
W-Msc-428994,LC,NA,Unknown,2013
W-Ase-345382,NA,NA,NA,NA
W-Ase-380633,NA,NA,NA,NA
W-Ase-368655,NA,NA,NA,NA
W-Ase-291622,NA,NA,NA,NA
W-Ase-368976,NA,NA,NA,NA
SLB-169697,NA,NA,NA,NA
SLB-169957,NA,NA,NA,NA
SLB-169533,NA,NA,NA,NA
Chn-95019cab-ea8c-4f88-8845-07fe7355cf8a,NA,NA,NA,NA
SLB-169568,NA,NA,NA,NA
SLB-169972,NA,NA,NA,NA
SLB-169974,NA,NA,NA,NA
SLB-169521,NA,NA,NA,NA
W-Oph-243790,NA,NA,NA,NA
W-Oph-574230,NA,NA,NA,NA
W-Oph-243766,NA,NA,NA,NA
W-Oph-243964,NA,NA,NA,NA
W-Oph-244214,NA,NA,NA,NA
W-Oph-244220,NA,NA,NA,NA
W-Oph-244168,NA,NA,NA,NA
W-Oph-244191,NA,NA,NA,NA
W-Oph-244233,NA,NA,NA,NA
W-Ech-513174,NA,NA,NA,NA
W-Ech-513605,NA,NA,NA,NA
W-Ech-513179,NA,NA,NA,NA
W-Ech-513233,NA,NA,NA,NA
W-Ech-214482,NA,NA,NA,NA
W-Ech-513446,NA,NA,NA,NA
W-Ech-513070,NA,NA,NA,NA
W-Hol-241792,NA,NA,NA,NA
SLB-169922,NA,NA,NA,NA
W-Oct-125338,LC,NA,Stable,2015
W-Msc-714717,NA,NA,NA,NA
W-Oct-125373,NA,NA,NA,NA
SLB-170985,NA,NA,NA,NA
W-Bry-111742,NA,NA,NA,NA
SLB-172492,NA,NA,NA,NA
SLB-172536,NA,NA,NA,NA
W-Bch-107448,NA,NA,NA,NA
SLB-172817,NA,NA,NA,NA
W-Msc-382543,NA,NA,NA,NA
SLB-172917,NA,NA,NA,NA
W-For-113634,NA,NA,NA,NA
W-For-112674,NA,NA,NA,NA
ITS-682701,NA,NA,NA,NA
SLB-174352,NA,NA,NA,NA
SLB-174662,NA,NA,NA,NA
URM-2-551,NA,NA,NA,NA
W-Por-166512,NA,NA,NA,NA
SLB-174996,NA,NA,NA,NA
SLB-175195,NA,NA,NA,NA
W-Msc-197245,NA,NA,NA,NA
SLB-176461,NA,NA,NA,NA
SLB-176489,NA,NA,NA,NA
W-Msc-579233,NA,NA,NA,NA
SLB-176499,NA,NA,NA,NA
W-Msc-506275,NA,NA,NA,NA
SLB-176573,NA,NA,NA,NA
W-Msc-405198,NA,NA,NA,NA
W-Msc-473968,NA,NA,NA,NA
SLB-176618,NA,NA,NA,NA
SLB-176673,NA,NA,NA,NA
SLB-176677,NA,NA,NA,NA
SLB-176712,NA,NA,NA,NA
SLB-176766,NA,NA,NA,NA
SLB-176772,NA,NA,NA,NA
SLB-176922,NA,NA,NA,NA
W-Msc-532463,NA,NA,NA,NA
W-Msc-533534,NA,NA,NA,NA
W-Msc-506594,NA,NA,NA,NA
W-Msc-527556,NA,NA,NA,NA
